Model,Scenario,Region,Variable,Unit,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
GLUCOSE,1.75DS,World,Final Energy|Transportation|Liquids|Biomass|Road,EJ/yr,1.7894352,1.8488798160000002,1.9075376040000003,1.768518024,1.6372917120000001,1.5137222100000003,1.3866989640000003,1.5659916501793418,1.5354784924348062,1.4930087231205178,0.97051962,0.8341717247719679,0.13390759200000024,0.06654601800000019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLUCOSE,1.75DS,World,Land Cover|Cropland,million ha,1845.644466418312,1868.8200296290659,1892.5898380503531,1915.7654012611072,1939.5352096823938,1966.514821468271,1995.8987915580365,2024.94131324692,2054.325283336685,2083.3678050255685,2113.3460203258655,2063.3701034271817,2014.2526893301583,1967.8898525337586,1921.3107252484435,1876.414332194728,1832.7726321932955,1789.8140413812246,1747.7006476585573,1705.832493545351,1665.8579028041813,1625.2790229097695,1585.7397558674202,1546.801679949414,1508.0960792152819,1469.2325472217804,1431.099860402835,1393.2540008395404,1355.4096223952984,1317.1633850666778,1279.8841326596735,1241.5432383337036,1203.5003231676133,1164.8139530321953,1141.27533794173,1126.0520913885714,1111.5593674176312,1097.486683307355,1083.7613013341381,1070.0966789518477,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804876,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878
GLUCOSE,1.75DS,World,Land Cover|Cropland|Irrigated,million ha,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,367.8,386.19,405.4995,425.7744749999998,447.06319880000007,469.4163587000001,492.88717659999986,517.5315355,543.4081122,570.5785178,599.1074437000001,629.0628159,660.5159567000001,693.5417545000001,728.2188422999999,764.6297843999997,802.8612735999999,843.0043372999999,885.1545542000001,929.4122819,975.8828959999997,1024.677041,1075.9108929999998,1129.7064369999998,1141.27533794173,1126.0520913885714,1111.5593674176312,1097.486683307355,1083.7613013341381,1070.0966789518477,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804876,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878,1057.0877527804878
GLUCOSE,1.75DS,World,Land Cover|Forest,million ha,4000.0000000000014,4000.0000000000014,4000.0,3993.2345987388953,3969.464790317606,3920.378952133657,3852.329707327114,3791.0661233742494,3723.016878567705,3661.753294614845,3593.1098045977706,3711.5422734540252,3826.907963639023,3931.278611454447,4040.0942548389394,4145.3121942657035,4241.589140035429,4341.382711774468,4438.659469338016,4534.092049209758,4620.577042871109,4711.801986831158,4800.580482826211,4882.112154750711,4967.485210344781,5051.771731735288,5134.132066125005,5210.035338943363,5289.9183860357125,5369.1390219200875,5441.535153579355,5518.899334425037,5595.013748634744,5670.8542322946605,5726.059330264185,5776.7528218306325,5825.8909013959465,5869.368211694203,5916.2237141144,5962.27395985497,6006.9488288655375,6006.9488288655375,6006.948828865536,6006.948828865536,6006.948828865536,6006.948828865536,6006.948828865536,6006.948828865536,6006.948828865535,6006.948828865536,6006.948828865536
GLUCOSE,1.75DS,World,Land Cover|Natural Forest,million ha,1285.0,1285.0,1285.0000000000002,1285.0,1325.493909609699,1454.673052003749,1408.8775920754013,1285.0000000000002,1285.0000000000002,1285.0,1285.0000000000002,1285.0,1285.0,1285.0,1285.0000000000002,1284.9999999999998,1285.0000000000002,1285.0,1285.0,1285.0,1284.9999999999998,1285.0,1285.0000000000005,1285.0,1284.9999999999998,1285.0,1285.0000000000002,1285.0,1285.0,1285.0000000000002,1284.9999999999998,1285.0000000000002,1285.0,1285.0,1285.0000000000002,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1285.0,1284.9999999999998,1285.0,1285.0,1285.0,1284.9999999999995,1284.9999999999993,1285.0,1285.0000000000002
GLUCOSE,1.75DS,World,Land Cover|Pasture,million ha,3200.0,3200.0,3200.0,3200.0,3200.0,3222.106226398072,3260.771501114848,3292.992563378829,3331.6578380956066,3363.8789003595866,3402.5441750763634,3334.0876231187917,3267.8393470308183,3209.831536011793,3147.595019912616,3087.273473539568,3034.6382277712746,2977.803246844308,2922.6398830034263,2869.075457244893,2822.565054324711,2771.918990259073,2722.679761306371,2680.086165299876,2633.418710439937,2587.995721042931,2543.768073472162,2505.7106602170984,2463.6719915689873,2422.6975930132344,2387.580713760971,2348.557427241261,2310.485928197641,2273.3318146731453,2241.6653317940877,2206.1950867807973,2171.549731186422,2142.145104998442,2109.0149845514657,2076.6293611931837,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976,2044.963418353976
GLUCOSE,1.75DS,World,Primary Energy|Biomass,EJ/yr,36.42341981730525,36.54573395077391,36.67118434407511,36.72246176430215,36.17314311827799,34.426811215510206,34.31859686759035,35.10463060601071,34.51556392884317,34.000882950471855,33.408712958426285,34.664798920747096,35.88554744718716,36.99398428857924,38.145957323613985,39.26329072692514,40.283607437004825,41.343984979594865,42.37793597334224,43.389386841493106,44.310024314267416,45.277295005345515,46.222014252623694,47.08750558732854,47.99646771039641,48.89088496449432,49.768213514916454,50.57460665900681,51.42592369280663,52.26714914909013,53.03985357084257,53.86158624921983,54.673332637751855,55.47906649567856,56.07126506368866,56.612955504633945,57.14145037939986,57.60737091702917,58.11189873177134,58.60483509154492,59.08646625548599,59.08646625548601,59.08646625548601,59.086466255485995,59.086466255485995,59.086466255486,59.08646625548602,59.086466255485995,59.08646625548598,59.086466255486,59.08646625548599
GLUCOSE,1.75DS,World,Primary Energy|Coal,EJ/yr,139.2476,140.3512,141.45480000000003,142.5583,142.5583,142.55830000000003,142.55830000000003,141.5583,140.55830000000003,139.5583,138.5583,134.5583,130.55829999999997,126.5583,124.65644271471109,127.70344296706251,131.06522907960328,134.7102366100473,135.65888615012906,134.8692172459681,132.63009753253795,135.00787351548308,133.55978991442157,131.45911730863622,129.410208624862,127.3384052599733,125.24727301964516,123.08692886986549,120.96945840502704,118.8445955323802,116.64708862960563,113.27249972083868,109.93383892072731,106.56334816339668,102.98190463433541,100.09621440299117,97.5420895817667,96.84984968337557,93.65942728762244,90.45864837257702,87.24240227256874,81.26941471539618,75.21919100174966,70.74651134055368,65.75615983165275,64.55663336090403,62.70982492692225,61.60977591139573,55.55955219774918,49.51011148186553,43.45988776821898
GLUCOSE,1.75DS,World,Primary Energy|Gas,EJ/yr,108.03539999999998,109.717,111.3986,113.08020000000002,114.7618,116.4433,116.4433,116.44329999999998,116.4433,116.4433,116.44329999999998,116.4433,116.4433,113.4433,110.4433,107.4433,104.44329999999998,101.4433,98.44329999999998,95.4433,92.44329999999998,89.44329999999998,86.44330000000002,83.4433,80.4433,77.4433,74.44330000000002,71.4433,68.4433,65.4433,62.4433,59.4433,56.4433,53.4433,50.4433,47.4433,44.4433,41.4433,38.44330000000001,35.443299999999994,32.44330000000001,32.4433,32.443299999999994,32.44330000000001,32.4433,32.44330000000001,32.443299999999994,32.443299999999994,32.4433,32.4433,32.4433
GLUCOSE,1.75DS,World,Primary Energy|Geothermal,EJ/yr,0.649389312,0.6266833920000001,0.60170688,0.5842485504,0.5613912576000001,0.5408550144,0.5179977216,0.49286983679999996,0.4700125439999999,0.4471552512,0.426619008,0.4037617152,0.3786338304,0.35577653760000005,0.3329192448,0.310061952,0.28952570879999995,0.264397824,0.24154053119999996,0.2186832384,0.1958259456,0.17528970240000002,1.4381897024227526,3.0498401962991393,3.415007686385632,5.673023246871761,7.869150928578296,10.852951309717008,14.022474806733427,16.488507175267134,18.37437658714734,22.013843966658847,26.372914475945112,27.956306089374642,29.800694539650898,30.718541196235602,31.43700002235837,35.07597556455078,38.54960775181958,41.94916153585983,45.99148128949735,52.98392663365002,57.435590024799815,60.84969970655001,64.72244293149281,66.32857999360002,66.32857999360002,66.32857999360002,66.32857999360002,66.32857999360002,66.32857999360002
GLUCOSE,1.75DS,World,Primary Energy|Hydro,EJ/yr,12.561203813760002,12.6517229064576,12.7345465844352,12.812557074105598,12.8842950281472,12.949760446559994,13.006254680294399,13.059211495680001,12.8800844928,12.7023791328,12.523252129920001,12.344125127040002,12.164998124159998,11.985871121279997,11.806744118399997,11.6290387584,11.44991175552,11.270784752640004,12.00405447106558,13.95739178818558,15.910729105305581,17.86548806530558,19.818825382425572,21.772162699545586,23.525346378240002,23.806831668480005,24.03571617216,24.26602231872,24.49632846528,24.725212968959987,24.954097472639994,25.1559707616,25.357844050559997,25.559717339519988,25.76301227136,25.96488556032,26.099941633919997,26.23499770752,26.37005378112,26.505109854719997,26.641587571200002,26.641587571200002,26.641587571200002,26.641587571199988,26.641587571200002,26.641587571199988,26.641587571199988,26.641587571200002,26.641587571199995,26.641587571200002,26.641587571200002
GLUCOSE,1.75DS,World,Primary Energy|Nuclear,EJ/yr,23.47999659320106,25.325244578379888,21.210540374596068,10.985641978170722,6.639587808308862,7.7327194528256085,6.580241827526168,10.161008134843874,10.007308992930597,9.966157129481092,10.922373260520587,10.535371762165957,10.844140158007002,20.049681297078227,21.2626990282752,20.639214042623998,20.0174710046976,19.4049448547328,18.7866746872704,18.170146467532803,17.5628020608,16.974894703679993,16.39442921184,15.806521854720001,15.218614497599999,14.638149005759995,14.050241648640005,13.46233429152,12.88186879968,12.977912512384243,14.42281643129946,18.068223337250732,20.489647328079432,23.91256175840693,30.922798852166935,36.181894039776175,35.593986682656165,35.01352119081618,38.143626536222136,43.452033271869574,45.03433226710025,45.03433226710025,45.03433226710024,45.03433226710024,45.03433226710025,45.03433226710025,45.74526735057985,53.33596993617985,59.26785971133707,67.4991586956207,75.08986128122068
GLUCOSE,1.75DS,World,Primary Energy|Oil,EJ/yr,167.54559999999995,168.1463,168.747,169.3477,169.94830000000005,170.549,170.549,170.549,170.549,170.549,170.549,167.54899999999995,164.54899999999995,161.549,158.54899999999995,155.549,152.549,149.54900000000004,146.54900000000004,143.549,140.549,137.549,134.549,131.549,128.549,125.54899999999999,122.54899999999999,119.54900000000002,116.54899999999999,113.549,110.54900000000004,107.549,104.54899999999999,101.54899999999999,98.54900000000004,95.54899999999999,92.54899999999999,89.54899999999998,86.54899999999999,83.54899999999999,80.54899999999998,80.54899999999999,80.54900000000002,80.54899999999999,80.54899999999999,80.54899999999999,80.54899999999999,80.54899999999998,80.54899999999999,80.54899999999999,80.54899999999999
